,symbol,alpha,beta
106,GRAN,-5.379146362265926e-05,1.1472245774245768
107,GREG,0.0047789811911148755,1.2157328671274108
108,GUAR,0.0013610930572676868,1.4949264389015
109,HAPU,0.0024628091954306337,0.8089144657924054
110,HARI,0.002841748747784986,3.4037145010491856
111,HASU,-0.0010420649872507832,0.8804987044450006
112,HAYC,4.4137764601080395e-05,0.794479123112513
113,HAYL,-0.0003979312367704828,0.7166509582524194
114,HBS,0.003277332952434084,0.8182586849147957
115,HDFC,0.004005208535557722,0.5710815495384874
116,HELA,-0.0021584902839455952,0.8926518520680354
117,HEXP,0.0021985041426603315,2.2909741680177667
118,HHL,0.0011711689384411182,0.31258186424640055
119,HNB,0.013440606300702103,17.164575122670428
120,HNBF,0.005348870151412786,0.6986126823034826
121,HOPL,-0.0010683409994837912,0.08381141040259388
122,HPFL,-0.0006271414864819233,0.9715822855497163
123,HPL,-0.0007446735543017324,0.26190634962468196
124,HPWR,0.0057099448232562425,-0.11514249922710382
125,HSIG,0.001411222172782016,1.2203374594339158
126,HUNA,0.001043686756473896,1.0168535389654896
127,HUNT,0.005564411541073847,2.3494410954596354
128,HVA,0.0020413881074742807,0.4604828836927782
129,JAT,0.0009547517813615662,1.2715811241529051
130,JETS,0.0008257175639670079,1.8046578408707452
131,JINS,0.00405547779800042,2.602935409017895
132,JKH,-0.0027042938853017156,0.9567275018555174
133,JKL,-0.0011263151438584338,0.46840162176243727
134,KAHA,-0.00161787121522972,0.9253168738804506
135,KCAB,0.0020986729913991756,1.5994755137577066
136,KFP,-0.00044037387867790787,-0.020098670098466276
137,KGAL,-0.0012369709683145282,0.6339246938254959
138,KHC,0.004426646910333114,1.504049978977272
139,KHL,0.0004923215959227315,0.680557903436878
140,KOTA,0.0004993324799643481,0.6991892103864137
141,KPHL,0.0037036979696680864,-0.09164721439296376
142,KVAL,-0.0012485639112214972,0.5878490206052586
143,KZOO,0.0008417453079764391,1.0389215907862734
144,LALU,-0.0019288985861503577,0.475514016985529
145,LAMB,0.010711610870139318,2.0477965244276364
146,LCBF,0.007005722366186233,1.1425448304207635
147,LCEY,0.0006485503447631966,0.5169611413617832
148,LDEV,-0.0009129867047567621,0.5562906655799018
149,LFIN,-0.0004809486687268746,1.0273762378127091
150,LGIL,-0.001621855894553588,0.8766146382116161
151,LGL,0.06335026917498243,27.338507052389136
152,LHCL,0.004026709132305889,0.031699418159159
153,LHL,-0.0029815559700691096,1.0722971232319987
154,LIOC,-0.0007319332628035521,0.09351646453091476
155,LION,0.0005566604438837331,1.2172811891474278
156,LITE,0.009184249515085934,0.28885948170203846
157,LLUB,0.0002792422475513488,0.47756443415728683
158,LMF,0.000702537206438225,1.0688844731878704
159,LOFC,-0.00012377813271417302,0.5913775474921205
160,LOLC,-0.0005675087153534664,0.3505710551317742
161,LPL,0.031224242064522564,18.973149893691982
162,LPRT,0.0070152785270819005,0.5827309577935038
163,LUMX,0.0018663991788561568,-0.7103068189385539
164,LVEF,0.002326066226335418,1.1894639192693155
165,LVEN,0.0008571987111850148,0.7064161558171916
166,LWL,-0.0021175096994906725,0.8656628304073001
167,MADU,-0.0013414799744988562,0.6628275899582643
168,MAL,0.04181259928870047,19.85623566038667
169,MASK,-0.0014836500145705988,0.4778638998059696
170,MBSL,0.0054856664815676175,0.8640138676486997
171,MCPL,0.0026422026359239157,0.7142415916114004
172,MDL,0.01500345060703866,-1.2036183982373765
173,MEL,0.003580284269675383,1.580546916711498
174,MELS,-2.8638214064691763e-05,0.8796704358926067
175,MFPE,0.004617876995490709,-0.3645512261662838
176,MGT,-0.002614821269465262,0.8428398928422728
177,MHDL,-0.0016515503838387998,0.5175847912237199
178,MRH,-0.0030823183331407686,1.5988665517871041
179,MSL,0.008841285227863266,1.2416288301674236
180,MULL,-0.0017012606457721682,3.4488704329774436
181,NAMU,0.0025766143012403205,0.9256291818160637
182,NDB,-0.0017887121529813659,1.5032705533442603
183,NEH,0.003440444313411753,2.012883610895768
184,NHL,0.002830058480346469,2.2826510050782494
185,NTB,0.030813378202590346,-9.166620563609232
186,ODEL,-0.0013568226460766682,0.2865481500505065
187,OFEQ,0.006888002844471553,0.010814679402379101
188,ONAL,0.004336783938174741,-0.2696908542748953
189,OSEA,0.00014293916094642253,0.8557424297011412
190,PABC,-0.0007863211157083338,1.42998669892535
191,PACK,-0.0014950384012737345,0.4243427250884792
192,PALM,-0.0031022505874832426,1.242524546107568
193,PAP,0.002141177283990928,1.500706889710407
194,PARA,0.013483234790243439,-0.9387600966995437
195,PARQ,-0.0031528428218490384,1.1620105304898776
196,PEG,0.003748704913949231,-0.004907660420285142
197,PHAR,0.0034533908917159213,2.8643806958124225
198,PINS,-0.0015761297869312982,0.8666438480841041
199,PKME,0.007733613306711445,0.2113298540002292
200,PLC,0.0004325335037992553,0.8725494584167282
201,PLR,0.0063320908889372175,0.9354527691727811
202,PMB,0.0002252469740284925,1.4252459290607464
203,RAL,0.0072963937834854475,2.317875647236147
204,RCH,0.0005786515518229274,0.7180353326879575
205,RCL,-0.0011447031285790072,0.8617261817160357
206,REEF,-0.00047681727335314143,0.9629970539349457
207,RENU,0.00026416350080271677,0.665274443464448
208,REXP,0.0012670640427769333,0.10422341998405336
209,RFL,0.0024997978338383593,0.07358280397655122
210,RGEM,4.8139707097613474e-05,3.436037999741175
211,RHL,0.009542053463511904,17.356326766152094
212,RHTL,-0.003351150546631223,1.85241570954108
213,RICH,0.005696436217463822,0.6803236665235262
214,RIL,-0.0008571788857346344,1.6515708343279045
215,RPBH,-0.005140176047845909,1.3653343503706505
216,RWSL,0.007171925504444554,1.6175382954115856
217,SAMP,-0.001691824787069303,1.1450739227723152
218,SCAP,-0.002858798831466922,0.8107702082283972
219,SDB,0.0047962974602320805,0.8822909684893067
220,SDF,0.0031736766211486753,1.1446053656940067
221,SEMB,0.31201392572912473,60.95524157202089
222,SERV,0.0008176375935933734,1.4328430029192674
223,SEYB,0.033065396677116866,23.338282960196004
224,SFCL,0.006560656065814289,3.6529272116438576
225,SFIN,0.0009409343566643497,2.2737771481757565
226,SHAW,0.004148796735496886,0.2632226996337327
227,SHL,-0.0025244331612203907,0.4111255075360059
228,SHOT,0.0891538003135435,36.41869323569174
229,SIGV,0.003249576929634159,-0.0224129861761122
230,SIL,0.010590633995627192,1.17344946422602
231,SING,-0.0026318047248084495,1.706672160168103
232,SINH,0.003102869016929575,0.5156872229097376
233,SINS,0.0018736287775048155,1.4117824805264194
234,SIRA,0.006179311841503601,1.5989440900322651
235,SLND,0.0069974277926783315,0.41484002229513506
236,SLTL,0.0020596055314894596,1.1980339079530078
237,SMOT,0.009600962825472228,0.2743594318334116
238,SPEN,0.0005180590069524017,0.6273756271795189
239,STAF,-0.0008773048918842912,2.481050055870078
240,SUN,0.0020852170475921597,0.3953854135773674
241,TAFL,-0.0020024382956655073,0.49222615754638016
242,TAJ,0.001315682459839525,1.4499464554860997
243,TANG,0.00022695418584606214,0.6142166963250535
244,TESS,0.01988856363822838,21.747668016286834
245,TILE,-0.001670354246955811,0.328720919046694
246,TJL,-0.0035489761433155583,0.4223550250521325
247,TKYO,0.0027120344088397094,11.79977652021183
248,TPL,-0.0009673961335990993,0.5718675663809509
249,TRAN,0.000768915049691606,0.9254556932611887
250,TSML,0.00022683277509206383,1.292915773816363
251,TYRE,-0.0019535669057568384,0.13851917269414524
252,UAL,0.00017538813046014893,0.43017269262540847
253,UBC,0.0016093244037299638,1.3657998562629985
254,UBF,0.012295619571309995,1.8359281947973185
255,UCAR,0.006343074611842876,0.30444389350076817
256,UDPL,-0.0003966078788159116,1.627773674669349
257,UML,0.002737820686431392,1.4427417300347158
258,VFIN,-0.003190588642971572,1.3279424629628194
259,VLL,0.010812087326544775,9.423014524347595
260,VONE,-9.646577781814402e-05,0.857994899956776
261,VPEL,-0.0006939554651597817,1.1242728286793637
262,WAPO,0.002327696067376816,2.1094951111376528
